Tracker ID,Wiki page,Unit,Plant,Other names,Chinese name,Owner,Parent,Capacity (MW),Status,Jan 17 Note,Start year,Planned retirement,Year retired,Combustion technology,Location,Local area,"Major area (prefecture, district)",Subnational unit,Country,Region,Latitude,Longitude,Accuracy,Permits,Coal source,Heat rate,Emission factor,Capacity factor,Annual CO2
G105319,http://bit.ly/1RWwDXy,John Sevier Fossil Plant Unit 2,John Sevier Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Retired,,1955,,2012,Subcritical,Rogersville,,Hawkins,Tennessee,United States,Canada/US,36.376897,-82.963831,exact,,,"8,863",205.3,59%,0.9
G105320,http://bit.ly/1RWwDXy,John Sevier Fossil Plant Unit 3,John Sevier Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Retired,,1956,,2014,Subcritical,Rogersville,,Hawkins,Tennessee,United States,Canada/US,36.376897,-82.963831,exact,,,"8,863",205.3,59%,0.9
G105321,http://bit.ly/1RWwDXy,John Sevier Fossil Plant Unit 4,John Sevier Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Retired,,1957,,2014,Subcritical,Rogersville,,Hawkins,Tennessee,United States,Canada/US,36.376897,-82.963831,exact,,,"8,863",205.3,59%,0.9
G105323,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 1,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,125,Operating,,1951,2017,,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.5
G105324,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 10,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,172,Retired,,1959,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.7
G105325,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 2,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,125,Operating,,1951,2017,,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.5
G105326,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 3,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,125,Operating,,1952,2017,,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.5
G105327,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 4,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,125,Operating,,1952,2017,,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.5
G105328,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 5,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,147,Retired,,1952,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.6
G105329,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 6,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,147,Retired,,1953,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.6
G105330,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 7,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,172,Retired,,1958,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.7
G105331,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 8,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,172,Retired,,1959,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.7
G105332,http://bit.ly/1RWxdV3,Johnsonville Fossil Plant Unit 9,Johnsonville Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,172,Retired,,1959,,2015,Subcritical,New Johnsonville,,Humphreys,Tennessee,United States,Canada/US,36.029775,-87.985711,exact,,,"8,863",205.3,59%,0.7
G105761,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 1,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,175,Operating,,1954,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.8
G105762,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 2,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,175,Operating,,1954,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.8
G105763,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 3,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,175,Operating,,1954,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.8
G105764,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 4,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,175,Operating,,1954,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.8
G105765,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 5,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Operating,,1955,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.9
G105766,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 6,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Operating,,1955,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.9
G105767,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 7,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Operating,,1955,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.9
G105768,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 8,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Operating,,1955,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.9
G105769,http://bit.ly/1JDt35v,Kingston Fossil Plant Unit 9,Kingston Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,200,Operating,,1955,,,Subcritical,Kingston,,Roane,Tennessee,United States,Canada/US,35.898858,-84.519850,exact,,,"8,782",208.6,59%,0.9
G110748,http://bit.ly/1JQsYIU,Watts Bar Fossil Plant Unit 1,Watts Bar Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,60,Retired,,1942,,2011,Subcritical,Watts Bar Dam,,Rhea,Tennessee,United States,Canada/US,35.610778,-84.782167,exact,,,"8,863",205.3,59%,0.3
G110749,http://bit.ly/1JQsYIU,Watts Bar Fossil Plant Unit 2,Watts Bar Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,60,Retired,,1942,,2011,Subcritical,Watts Bar Dam,,Rhea,Tennessee,United States,Canada/US,35.610778,-84.782167,exact,,,"8,863",205.3,59%,0.3
G110750,http://bit.ly/1JQsYIU,Watts Bar Fossil Plant Unit 3,Watts Bar Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,60,Retired,,1943,,2011,Subcritical,Watts Bar Dam,,Rhea,Tennessee,United States,Canada/US,35.610778,-84.782167,exact,,,"8,863",205.3,59%,0.3
G110751,http://bit.ly/1JQsYIU,Watts Bar Fossil Plant Unit 4,Watts Bar Fossil Plant,,,Tennessee Valley Authority,Tennessee Valley Authority,60,Retired,,1945,,2011,Subcritical,Watts Bar Dam,,Rhea,Tennessee,United States,Canada/US,35.610778,-84.782167,exact,,,"8,863",205.3,59%,0.3
G100853,http://bit.ly/1LVOkEV,Big Brown Steam Electric Station Unit 1,Big Brown Steam Electric Station,,,Luminant,Energy Future Holdings,593,Operating,,1971,,,Supercritical,Fairfield,,Freestone,Texas,United States,Canada/US,31.820589,-96.055167,exact,,,"8,681",214.1,59%,2.6
G100854,http://bit.ly/1LVOkEV,Big Brown Steam Electric Station Unit 2,Big Brown Steam Electric Station,,,Luminant,Energy Future Holdings,593,Operating,,1972,,,Supercritical,Fairfield,,Freestone,Texas,United States,Canada/US,31.820589,-96.055167,exact,,,"8,681",214.1,59%,2.6
G101251,http://bit.ly/20XYIUH,Celanese (Tx) S1,Celanese power station,,,Southwestern Public Serv Co,Xcel Energy,37,Retired,,1979,,2010,Subcritical,Kingsmill,,,Texas,United States,Canada/US,30.033611,-95.261111,Approximate,,,"8,702",211.9,59%,0.2
G101662,http://bit.ly/1tOJjsP,Coleto Creek expansion,Coleto Creek expansion,,,"South Texas Electric Cooperative, Engie Energy International",Engie,650,Cancelled,,2013,,,Ultra-super,Victoria,,,Texas,United States,Canada/US,28.829558,-96.975845,Approximate,,,"8,272",211.9,59%,2.7
G101663,http://bit.ly/1ISJiWF,Coleto Creek power station Unit 1,Coleto Creek power station,,,GDF Suez Energy Generation NA Inc,Engie,600,Operating,,1980,,,Subcritical,Fannin,,Goliad,Texas,United States,Canada/US,28.712836,-97.214378,exact,,,"8,702",211.9,59%,2.6
G102721,http://bit.ly/1gdBmbI,Fayette Power Project Unit 1,Fayette Power Project,,,Lower Colorado River Authority,Lower Colorado River Authority,615,Operating,,1979,2023,,Subcritical,La Grange,,Fayette,Texas,United States,Canada/US,29.916456,-96.750842,exact,,,"8,812",214.1,59%,2.7
G102722,http://bit.ly/1gdBmbI,Fayette Power Project Unit 2,Fayette Power Project,,,Lower Colorado River Authority,Lower Colorado River Authority,615,Operating,,1980,,,Subcritical,La Grange,,Fayette,Texas,United States,Canada/US,29.916456,-96.750842,exact,,,"8,812",214.1,59%,2.7
G102723,http://bit.ly/1gdBmbI,Fayette Power Project Unit 3,Fayette Power Project,,,Lower Colorado River Authority,Lower Colorado River Authority,460,Operating,,1988,,,Subcritical,La Grange,,Fayette,Texas,United States,Canada/US,29.916456,-96.750842,exact,,,"8,921",216.3,59%,2.1
G102788,http://bit.ly/1nz0tSk,Freeport Plant,Freeport Plant,,,Hunton Energy,Hunton Energy,400,Cancelled,,,,,IGCC,Freeport,,,Texas,United States,Canada/US,28.943464,-95.368158,Approximate,,,"7,528",211.9,59%,1.5
G103027,http://bit.ly/1LYf0Vm,Gibbons Creek Steam Station Unit 1,Gibbons Creek Steam Station,,,Texas Municipal Power Agency,Texas Municipal Power Agency,453,Operating,,1983,,,Subcritical,Carlos,,Grimes,Texas,United States,Canada/US,30.618850,-96.081833,exact,,,"8,702",211.9,59%,2.0
G103662,http://bit.ly/1LYiI1n,Harrington Station Unit 1,Harrington Station,,,Southwestern Public Service Co,Xcel Energy,360,Operating,,1976,,,Subcritical,Amarillo,,Potter,Texas,United States,Canada/US,35.299289,-101.747361,exact,,,"8,702",211.9,59%,1.6
G103663,http://bit.ly/1LYiI1n,Harrington Station Unit 2,Harrington Station,,,Southwestern Public Service Co,Xcel Energy,360,Operating,,1978,,,Subcritical,Amarillo,,Potter,Texas,United States,Canada/US,35.299289,-101.747361,exact,,,"8,702",211.9,59%,1.6
G103664,http://bit.ly/1LYiI1n,Harrington Station Unit 3,Harrington Station,,,Southwestern Public Service Co,Xcel Energy,360,Operating,,1980,,,Subcritical,Amarillo,,Potter,Texas,United States,Canada/US,35.299289,-101.747361,exact,,,"8,702",211.9,59%,1.6
G104931,http://bit.ly/1RWw7sy,J. K. Spruce Station Unit 1,J. K. Spruce Station,"Spruce, Calaveras",,CPS Energy,City Public Service Board of San Antonio,566,Operating,,1992,,,Subcritical,San Antonio,,Bexar,Texas,United States,Canada/US,29.307964,-98.321133,exact,,,"8,702",211.9,59%,2.5
G104932,http://bit.ly/UC8G1c,J. K. Spruce Station Unit 2,J. K. Spruce Station,"Spruce, Calaveras",,CPS Energy,City Public Service Board of San Antonio,878,Operating,,2010,,,Subcritical,Calaveras Lake,,,Texas,United States,Canada/US,29.307203,-98.320198,Exact,,,"8,702",211.9,59%,3.8
G104933,http://bit.ly/1JDs5Gj,J.T. Deely Station Unit 1,J.T. Deely Station,Calaveras,,CPS Energy,CPS Energy,486,Operating,,1977,2017,,Subcritical,San Antonio,,Bexar,Texas,United States,Canada/US,29.307964,-98.321133,exact,,,"8,702",211.9,59%,2.1
G104934,http://bit.ly/1JDs5Gj,J.T. Deely Station Unit 2,J.T. Deely Station,Calaveras,,CPS Energy,CPS Energy,446,Operating,,1978,2017,,Subcritical,San Antonio,,Bexar,Texas,United States,Canada/US,29.307964,-98.321133,exact,,,"8,702",211.9,59%,1.9
G106184,http://bit.ly/1rzm9oe,Las Brisas Energy Center,Las Brisas Energy Center,,,Las Brisas Energy Center,Chase Power,"1,320",Cancelled,,,,,Unknown,Corpus Christi,,,Texas,United States,Canada/US,27.704265,-97.380166,Approximate,,,"8,714",205.3,59%,5.6
G106298,http://bit.ly/1lOrTTb,Limestone 3,Limestone Generating Station,,,NRG Energy Inc,NRG Energy,745,Cancelled,,,,,Supercritical,Farrar,,Limestone,Texas,United States,Canada/US,31.418889,-96.256389,Exact,,,"8,731",211.9,59%,3.2
G106299,http://bit.ly/1JDvm8K,Limestone Generating Station Unit 1,Limestone Generating Station,,,NRG Energy Inc,NRG Energy,850,Operating,,1985,,,Subcritical,Farrar,,Limestone,Texas,United States,Canada/US,31.423028,-96.253108,exact,,,"8,921",216.3,59%,3.9
G106300,http://bit.ly/1JDvm8K,Limestone Generating Station Unit 2,Limestone Generating Station,,,NRG Energy Inc,NRG Energy,850,Operating,,1986,,,Subcritical,Farrar,,Limestone,Texas,United States,Canada/US,31.423028,-96.253108,exact,,,"8,921",216.3,59%,3.9
G106703,http://bit.ly/1JDwM2V,Martin Lake Steam Station Unit 1,Martin Lake Steam Station,,,Luminant,Energy Future Holdings,793,Operating,,1977,,,Supercritical,Tatum,,Rusk,Texas,United States,Canada/US,32.259758,-94.570514,exact,,,"8,681",214.1,59%,3.5
G106704,http://bit.ly/1JDwM2V,Martin Lake Steam Station Unit 2,Martin Lake Steam Station,,,Luminant,Energy Future Holdings,793,Operating,,1978,,,Supercritical,Tatum,,Rusk,Texas,United States,Canada/US,32.259758,-94.570514,exact,,,"8,681",214.1,59%,3.5
G106705,http://bit.ly/1JDwM2V,Martin Lake Steam Station Unit 3,Martin Lake Steam Station,,,Luminant,Energy Future Holdings,793,Operating,,1979,,,Supercritical,Tatum,,Rusk,Texas,United States,Canada/US,32.259758,-94.570514,exact,,,"8,681",214.1,59%,3.5
G107001,http://bit.ly/1IzURWY,Monticello Steam Station Unit 1,Monticello Steam Station,,,Luminant,Energy Future Holdings,593,Operating,,1974,,,Supercritical,Mount Pleasant,,Titus,Texas,United States,Canada/US,33.091481,-95.037808,exact,,,"8,681",214.1,59%,2.6
G107002,http://bit.ly/1IzURWY,Monticello Steam Station Unit 2,Monticello Steam Station,,,Luminant,Energy Future Holdings,593,Operating,,1975,,,Supercritical,Mount Pleasant,,Titus,Texas,United States,Canada/US,33.091481,-95.037808,exact,,,"8,681",214.1,59%,2.6
G107003,http://bit.ly/1IzURWY,Monticello Steam Station Unit 3,Monticello Steam Station,,,Luminant,Energy Future Holdings,793,Operating,,1978,,,Supercritical,Mount Pleasant,,Titus,Texas,United States,Canada/US,33.091481,-95.037808,exact,,,"8,681",214.1,59%,3.5
G107595,http://bit.ly/1C8bI1G,Oak Grove Plant Unit 1,Oak Grove Plant,,,Luminant,Energy Future Holdings,916,Operating,,2010,,,Supercritical,Franklin,,Robertson,Texas,United States,Canada/US,31.181261,-96.488961,exact,,,"8,631",216.3,59%,4.0
G107596,http://bit.ly/1rIt3aH,Oak Grove Plant Unit 2,Oak Grove Plant,,,Luminant,Energy Future Holdings,878,Operating,,2011,,,Supercritical,Franklin,,Robertson,Texas,United States,Canada/US,31.176950,-96.490420,Exact,,,"8,631",216.3,59%,3.9
G107622,http://bit.ly/1C8bVSF,Oklaunion power station Unit 1,Oklaunion power station,,,Public Service Company of Oklahoma,American Electric Power,720,Operating,,1986,,,Subcritical,Vernon,,Wilbarger,Texas,United States,Canada/US,34.082594,-99.175828,exact,,,"8,702",211.9,59%,3.1
G107830,http://bit.ly/1JQszWR,Parish Generating Station Unit 5,Parish Generating Station,Washington A. Parish Generating Station,,NRG Energy Inc,NRG Energy,734,Operating,,1977,,,Subcritical,Thompsons,,Fort Bend,Texas,United States,Canada/US,29.477075,-95.634892,exact,,,"8,702",211.9,59%,3.2
G107831,http://bit.ly/1JQszWR,Parish Generating Station Unit 6,Parish Generating Station,Washington A. Parish Generating Station,,NRG Energy Inc,NRG Energy,734,Operating,,1978,,,Subcritical,Thompsons,,Fort Bend,Texas,United States,Canada/US,29.477075,-95.634892,exact,,,"8,702",211.9,59%,3.2
G107832,http://bit.ly/1JQszWR,Parish Generating Station Unit 7,Parish Generating Station,Washington A. Parish Generating Station,,NRG Energy Inc,NRG Energy,614,Operating,,1980,,,Subcritical,Thompsons,,Fort Bend,Texas,United States,Canada/US,29.477075,-95.634892,exact,,,"8,702",211.9,59%,2.7
G107833,http://bit.ly/1JQszWR,Parish Generating Station Unit 8,Parish Generating Station,Washington A. Parish Generating Station,,NRG Energy Inc,NRG Energy,614,Operating,,1982,,,Subcritical,Thompsons,,Fort Bend,Texas,United States,Canada/US,29.477075,-95.634892,exact,,,"8,702",211.9,59%,2.7
G108013,http://bit.ly/1IWXyxu,Pirkey Power Plant Unit 1,Pirkey Power Plant,H.W. Pirkey Power Plant,,Southwestern Electric Power Co,American Electric Power,720,Operating,,1985,,,Subcritical,Hallsville,,Harrison,Texas,United States,Canada/US,32.461039,-94.484811,exact,,,"8,921",216.3,59%,3.3
G108084,http://bit.ly/1oBVK5V,Port Comfort Repowering Project,Port Comfort Repowering Project,,,NuCoastal Power Corporation,NuCoastal Power Corporation,303,Cancelled,,,,,CFB,Point Comfort,,,Texas,United States,Canada/US,28.671600,-96.561093,Approximate,,,"8,702",211.9,59%,1.3
G108782,http://bit.ly/1CTeCT7,San Miguel Electric Cooperative Unit 1,San Miguel Electric Cooperative,,,San Miguel Electric Coop,"Brazos Electric Power, South Texas Electric",410,Operating,,1982,,,Subcritical,Jourdanton,,Atascosa,Texas,United States,Canada/US,28.704397,-98.477428,exact,,,"8,921",216.3,59%,1.9
G108786,http://bit.ly/1CTeTpd,Sandow Station Unit 4,Sandow Station,,,Luminant,Energy Future Holdings,590,Operating,,1981,,,Supercritical,Rockdale,,Milam,Texas,United States,Canada/US,30.567225,-97.060811,exact,,,"8,631",216.3,59%,2.6
G108787,http://bit.ly/1CTeTpd,Sandow Station Unit 5,Sandow Station,,,Luminant,Energy Future Holdings,661,Operating,,2010,,,Subcritical,Rockdale,,Milam,Texas,United States,Canada/US,30.567225,-97.060811,exact,,,"8,921",216.3,59%,3.0
G108788,http://bit.ly/VAqlGV,Sandy Creek Plant Unit 1,Sandy Creek Plant,,,LS Power Group,LS Power Group,"1,008",Operating,,2013,,,Supercritical,Riesel,,McLennan,Texas,United States,Canada/US,31.475060,-96.957350,Exact,,,"8,731",211.9,59%,4.4
G110034,http://bit.ly/1soYm8a,Texas Clean Energy Project,Texas Clean Energy Project,Summit Power,,Summit Power Group,Summit Power Group,400,Permitted,,2018,,,IGCC,Odessa,,,Texas,United States,Canada/US,31.876610,-102.343554,Approximate,,,"7,528",211.9,59%,1.5
G110222,http://bit.ly/1KCuFwA,Tolk Station Unit 1,Tolk Station,,,Southwestern Public Service Co,Xcel Energy,568,Operating,,1982,,,Subcritical,Muleshoe,,Lamb,Texas,United States,Canada/US,34.185119,-102.569306,exact,,,"8,702",211.9,59%,2.5
G110223,http://bit.ly/1KCuFwA,Tolk Station Unit 2,Tolk Station,,,Southwestern Public Service Co,Xcel Energy,568,Operating,,1985,,,Subcritical,Muleshoe,,Lamb,Texas,United States,Canada/US,34.185119,-102.569306,exact,,,"8,702",211.9,59%,2.5
G110306,http://bit.ly/1ncaetM,Trailblazer Energy Center,Trailblazer Energy Center,,,Tenaska Capital Management,Tenaska,765,Cancelled,,,,,Ultra-super,Sweetwater,,,Texas,United States,Canada/US,32.466669,-100.411519,Approximate,,,"8,272",211.9,59%,3.2
G110408,http://bit.ly/1KCw8mz,Twin Oaks power station Unit 1,Twin Oaks power station,,,Optim Energy LLC,Cascade Investment,174,Operating,,1990,,,Subcritical,Hammond,,Robertson,Texas,United States,Canada/US,31.093083,-96.696192,exact,,,"8,812",214.1,59%,0.8
G110409,http://bit.ly/1KCw8mz,Twin Oaks power station Unit 2,Twin Oaks power station,,,Optim Energy LLC,Cascade Investment,174,Operating,,1991,,,Subcritical,Hammond,,Robertson,Texas,United States,Canada/US,31.093083,-96.696192,exact,,,"8,812",214.1,59%,0.8
G110861,http://bit.ly/1JQtEOv,Welsh Power Plant Unit 1,Welsh Power Plant,,,Southwestern Electric Power Co,American Electric Power,558,Operating,,1977,,,Subcritical,Pittsburg,,Titus,Texas,United States,Canada/US,33.055217,-94.840283,exact,,,"8,702",211.9,59%,2.4
G110862,http://bit.ly/1JQtEOv,Welsh Power Plant Unit 2,Welsh Power Plant,,,Southwestern Electric Power Co,American Electric Power,558,Retired,,1980,,2016,Subcritical,Pittsburg,,Titus,Texas,United States,Canada/US,33.055217,-94.840283,exact,,,"8,702",211.9,59%,2.4
G110863,http://bit.ly/1JQtEOv,Welsh Power Plant Unit 3,Welsh Power Plant,,,Southwestern Electric Power Co,American Electric Power,558,Operating,,1982,,,Subcritical,Pittsburg,,Titus,Texas,United States,Canada/US,33.055217,-94.840283,exact,,,"8,702",211.9,59%,2.4
G110922,http://bit.ly/1tkS9OI,White Stallion Energy Center,White Stallion Energy Center,,,White Stallion Energy Project,White Stallion Energy Project,"1,320",Cancelled,,,,,CFB,Port of Bay City,,,Texas,United States,Canada/US,28.694729,-95.957422,Approximate,,,"8,863",205.3,59%,5.7
G101005,http://bit.ly/1sJ5Gz6,Bonanza Power Plant addition,Bonanza Power Plant,,,Deseret Power,Deseret Power,110,Cancelled,,2010,,,CFB,Vernal,,,Utah,United States,Canada/US,40.454277,-109.535642,Approximate,,,"8,863",205.3,59%,0.5
G101006,http://bit.ly/1UaxuYA,Bonanza Power Plant Unit 1,Bonanza Power Plant,,,Deseret Power,Deseret Power,499,Operating,,1986,2030,,Subcritical,Vernal,,Uintah,Utah,United States,Canada/US,40.086433,-109.285353,exact,,,"8,863",205.3,59%,2.1
G101207,http://bit.ly/1ISzWKu,Carbon Power Plant Unit 1,Carbon Power Plant,,,PacifiCorp,Berkshire Hathaway,75,Retired,,1954,,2015,Subcritical,Helper,,Carbon,Utah,United States,Canada/US,39.727114,-110.864519,exact,,,"8,702",211.9,59%,0.3
G101208,http://bit.ly/1ISzWKu,Carbon Power Plant Unit 2,Carbon Power Plant,,,PacifiCorp,Berkshire Hathaway,113,Retired,,1957,,2015,Subcritical,Helper,,Carbon,Utah,United States,Canada/US,39.727114,-110.864519,exact,,,"8,702",211.9,59%,0.5
G103126,http://bit.ly/1qvDxtG,Green River Plant,Green River Plant,,,Southern California Edison,Edison International,500,Cancelled,,2010,,,Unknown,Green River,,,Utah,United States,Canada/US,38.980230,-110.098693,Approximate,,,"8,605",211.9,59%,2.1
G104754,http://bit.ly/1gf4AH6,Hunter Power Plant Unit 1,Hunter Power Plant,,,PacifiCorp,Berkshire Hathaway,525,Operating,,1978,,,Subcritical,Castle Dale,,Emery,Utah,United States,Canada/US,39.173339,-111.028911,exact,,,"8,702",211.9,59%,2.3
G104755,http://bit.ly/1gf4AH6,Hunter Power Plant Unit 2,Hunter Power Plant,,,PacifiCorp,Berkshire Hathaway,525,Operating,,1980,,,Subcritical,Castle Dale,,Emery,Utah,United States,Canada/US,39.173339,-111.028911,exact,,,"8,702",211.9,59%,2.3
G104756,http://bit.ly/1gf4AH6,Hunter Power Plant Unit 3,Hunter Power Plant,,,PacifiCorp,Berkshire Hathaway,527,Operating,,1983,,,Subcritical,Castle Dale,,Emery,Utah,United States,Canada/US,39.173339,-111.028911,exact,,,"8,702",211.9,59%,2.3
G104758,http://bit.ly/1gf4BLk,Huntington Power Plant Unit 1,Huntington Power Plant,,,PacifiCorp,Berkshire Hathaway,496,Operating,,1974,,,Subcritical,Huntington,,Emery,Utah,United States,Canada/US,39.378786,-111.079314,exact,,,"8,702",211.9,59%,2.2
G104759,http://bit.ly/1gf4BLk,Huntington Power Plant Unit 2,Huntington Power Plant,,,PacifiCorp,Berkshire Hathaway,541,Operating,,1977,,,Subcritical,Huntington,,Emery,Utah,United States,Canada/US,39.378786,-111.079314,exact,,,"8,702",211.9,59%,2.4
G104872,http://bit.ly/1RWtVBh,Intermountain power station Unit 1,Intermountain power station,,,Intermountain Power Agency,Intermountain Power Agency,820,Operating,,1986,2025,,Subcritical,Delta,,Millard,Utah,United States,Canada/US,39.510950,-112.580122,exact,,,"8,863",205.3,59%,3.5
G104873,http://bit.ly/1RWtVBh,Intermountain power station Unit 2,Intermountain power station,,,Intermountain Power Agency,Intermountain Power Agency,820,Operating,,1987,2025,,Subcritical,Delta,,Millard,Utah,United States,Canada/US,39.510950,-112.580122,exact,,,"8,863",205.3,59%,3.5
G108940,http://bit.ly/1j9dR3O,Sevier Plant,Sevier Plant,,,NEVCO Energy Company,NEVCO Energy Company,270,Cancelled,,,,,Unknown,Sigurd,,,Utah,United States,Canada/US,38.854462,-111.968159,Approximate,,,"8,605",211.9,59%,1.2
G109721,http://bit.ly/1O3Phd4,Sunnyside 1,Sunnyside Cogeneration Facility,,,Exelon Generation Co Llc,Exelon,58,Operating,,1993,,,Subcritical,Sunnyside,,,Utah,United States,Canada/US,39.546133,-110.389422,exact,,,"8,863",205.3,59%,0.2
G110523,http://bit.ly/1JDtCMz,Utah Smelter Power Plant Unit 1,Utah Smelter Power Plant,"KUC Plant power station, KUCC power station",,Kennecott Utah Copper Corp,Rio Tinto,50,Retired,,1943,,2016,Subcritical,Magna,,Salt Lake,Utah,United States,Canada/US,40.721589,-112.198006,exact,,,"8,863",205.3,59%,0.2
G110524,http://bit.ly/1JDtCMz,Utah Smelter Power Plant Unit 4,Utah Smelter Power Plant,"KUC Plant power station, KUCC power station",,Kennecott Utah Copper Corp,Rio Tinto,82,Operating,,1958,,,Subcritical,Magna,,Salt Lake,Utah,United States,Canada/US,40.721589,-112.198006,exact,,,"8,863",205.3,59%,0.4
G113015,http://bit.ly/2jKerYD,Altavista Power Station,Altavista Power Station,,,Dominion Virginia Power,Dominion,71,Retired,,1992,,2013,Subcritical,Altavista,,,Virginia,United States,Canada/US,37.118481,-79.273027,exact,,,"8,702",211.9,59%,0.3
G100917,http://bit.ly/1LVPcta,Birchwood Power Facility Unit 1,Birchwood Power Facility,,,Birchwood Power Partners Lp,"J-POWER, General Electric",258,Operating,,1996,,,Subcritical,Sealston,,King George,Virginia,United States,Canada/US,38.266442,-77.314014,exact,,,"8,863",205.3,59%,1.1
